combo,size,matches,avg_points,avg_score_final,combo_size
Clinton Mata + Dominik Greif + Pavel Šulc + Ruben Kluivert + Tyler Morton,5,3,1.0,45.53,5
Clinton Mata + Martin Satriano + Pavel Šulc + Ruben Kluivert + Tyler Morton,5,3,1.0,45.53,5
Corentin Tolisso + Dominik Greif + Martin Satriano + Pavel Šulc + Ruben Kluivert,5,3,1.0,45.53,5
Corentin Tolisso + Dominik Greif + Martin Satriano + Ruben Kluivert + Tyler Morton,5,3,1.0,45.53,5
Corentin Tolisso + Dominik Greif + Pavel Šulc + Ruben Kluivert + Tyler Morton,5,3,1.0,45.53,5
Corentin Tolisso + Martin Satriano + Pavel Šulc + Ruben Kluivert + Tyler Morton,5,3,1.0,45.53,5
Dominik Greif + Martin Satriano + Pavel Šulc + Ruben Kluivert + Tyler Morton,5,3,1.0,45.53,5
Afonso Moreira + Clinton Mata + Dominik Greif + Tanner Tessmann + Tyler Morton,5,8,1.0,45.51,5
Ainsley Maitland-Niles + Clinton Mata + Dominik Greif + Tanner Tessmann + Tyler Morton,5,8,1.0,45.51,5
Ainsley Maitland-Niles + Clinton Mata + Pavel Šulc + Rachid Ghezzal + Tyler Morton,5,4,1.0,45.51,5
Ainsley Maitland-Niles + Corentin Tolisso + Pavel Šulc + Rachid Ghezzal + Tyler Morton,5,4,1.0,45.51,5
Ainsley Maitland-Niles + Moussa Niakhate + Pavel Šulc + Rachid Ghezzal + Tyler Morton,5,4,1.0,45.51,5
Ainsley Maitland-Niles + Pavel Šulc + Rachid Ghezzal + Tanner Tessmann + Tyler Morton,5,4,1.0,45.51,5
Clinton Mata + Corentin Tolisso + Dominik Greif + Tanner Tessmann + Tyler Morton,5,8,1.0,45.51,5
Clinton Mata + Dominik Greif + Nicolás Tagliafico + Tanner Tessmann + Tyler Morton,5,8,1.0,45.51,5
Clinton Mata + Pavel Šulc + Rachid Ghezzal + Tanner Tessmann + Tyler Morton,5,4,1.0,45.51,5
Corentin Tolisso + Pavel Šulc + Rachid Ghezzal + Tanner Tessmann + Tyler Morton,5,4,1.0,45.51,5
Moussa Niakhate + Pavel Šulc + Rachid Ghezzal + Tanner Tessmann + Tyler Morton,5,4,1.0,45.51,5
Afonso Moreira + Clinton Mata + Mathys De Carvalho + Nicolás Tagliafico + Tanner Tessmann,5,5,1.0,45.49,5
Ainsley Maitland-Niles + Clinton Mata + Mathys De Carvalho + Nicolás Tagliafico + Tanner Tessmann,5,5,1.0,45.49,5
Clinton Mata + Corentin Tolisso + Mathys De Carvalho + Nicolás Tagliafico + Tanner Tessmann,5,5,1.0,45.49,5
Clinton Mata + Dominik Greif + Mathys De Carvalho + Nicolás Tagliafico + Tanner Tessmann,5,5,1.0,45.49,5
Clinton Mata + Mathys De Carvalho + Moussa Niakhate + Nicolás Tagliafico + Tanner Tessmann,5,5,1.0,45.49,5
Clinton Mata + Mathys De Carvalho + Nicolás Tagliafico + Pavel Šulc + Tanner Tessmann,5,5,1.0,45.49,5
Clinton Mata + Dominik Greif + Moussa Niakhate + Pavel Šulc + Tyler Morton,5,8,1.0,45.43,5
Adam Karabec + Dominik Greif + Moussa Niakhate + Nicolás Tagliafico + Pavel Šulc,5,7,1.0,45.39,5
Adam Karabec + Ainsley Maitland-Niles + Clinton Mata + Dominik Greif + Pavel Šulc,5,8,1.0,45.36,5
Adam Karabec + Clinton Mata + Dominik Greif + Pavel Šulc + Tanner Tessmann,5,8,1.0,45.36,5
Ainsley Maitland-Niles + Clinton Mata + Dominik Greif + Moussa Niakhate + Tyler Morton,5,8,1.0,45.36,5
Clinton Mata + Dominik Greif + Moussa Niakhate + Nicolás Tagliafico + Tyler Morton,5,8,1.0,45.36,5
Adam Karabec + Afonso Moreira + Ainsley Maitland-Niles + Dominik Greif + Ruben Kluivert,5,3,1.0,45.33,5
Adam Karabec + Afonso Moreira + Dominik Greif + Nicolás Tagliafico + Ruben Kluivert,5,3,1.0,45.33,5
Adam Karabec + Afonso Moreira + Dominik Greif + Ruben Kluivert + Tanner Tessmann,5,3,1.0,45.33,5
Adam Karabec + Ainsley Maitland-Niles + Clinton Mata + Dominik Greif + Ruben Kluivert,5,3,1.0,45.33,5
Adam Karabec + Ainsley Maitland-Niles + Corentin Tolisso + Dominik Greif + Ruben Kluivert,5,3,1.0,45.33,5
Adam Karabec + Ainsley Maitland-Niles + Dominik Greif + Nicolás Tagliafico + Ruben Kluivert,5,3,1.0,45.33,5
Adam Karabec + Ainsley Maitland-Niles + Dominik Greif + Ruben Kluivert + Tanner Tessmann,5,3,1.0,45.33,5
Adam Karabec + Ainsley Maitland-Niles + Dominik Greif + Ruben Kluivert + Tyler Morton,5,3,1.0,45.33,5
Adam Karabec + Clinton Mata + Dominik Greif + Nicolás Tagliafico + Ruben Kluivert,5,3,1.0,45.33,5
Adam Karabec + Clinton Mata + Dominik Greif + Ruben Kluivert + Tanner Tessmann,5,3,1.0,45.33,5
Adam Karabec + Corentin Tolisso + Dominik Greif + Nicolás Tagliafico + Ruben Kluivert,5,3,1.0,45.33,5
Adam Karabec + Corentin Tolisso + Dominik Greif + Ruben Kluivert + Tanner Tessmann,5,3,1.0,45.33,5
Adam Karabec + Dominik Greif + Nicolás Tagliafico + Ruben Kluivert + Tanner Tessmann,5,3,1.0,45.33,5
Adam Karabec + Dominik Greif + Nicolás Tagliafico + Ruben Kluivert + Tyler Morton,5,3,1.0,45.33,5
Adam Karabec + Dominik Greif + Ruben Kluivert + Tanner Tessmann + Tyler Morton,5,3,1.0,45.33,5
Afonso Moreira + Ainsley Maitland-Niles + Clinton Mata + Dominik Greif + Ruben Kluivert,5,3,1.0,45.33,5
Afonso Moreira + Ainsley Maitland-Niles + Corentin Tolisso + Dominik Greif + Ruben Kluivert,5,3,1.0,45.33,5
Afonso Moreira + Ainsley Maitland-Niles + Dominik Greif + Nicolás Tagliafico + Ruben Kluivert,5,3,1.0,45.33,5
Afonso Moreira + Ainsley Maitland-Niles + Dominik Greif + Ruben Kluivert + Tanner Tessmann,5,3,1.0,45.33,5
Afonso Moreira + Ainsley Maitland-Niles + Dominik Greif + Ruben Kluivert + Tyler Morton,5,3,1.0,45.33,5
Afonso Moreira + Clinton Mata + Dominik Greif + Nicolás Tagliafico + Ruben Kluivert,5,3,1.0,45.33,5
Afonso Moreira + Clinton Mata + Dominik Greif + Ruben Kluivert + Tanner Tessmann,5,3,1.0,45.33,5
Afonso Moreira + Corentin Tolisso + Dominik Greif + Nicolás Tagliafico + Ruben Kluivert,5,3,1.0,45.33,5
Afonso Moreira + Corentin Tolisso + Dominik Greif + Ruben Kluivert + Tanner Tessmann,5,3,1.0,45.33,5
Afonso Moreira + Dominik Greif + Nicolás Tagliafico + Ruben Kluivert + Tanner Tessmann,5,3,1.0,45.33,5
Afonso Moreira + Dominik Greif + Nicolás Tagliafico + Ruben Kluivert + Tyler Morton,5,3,1.0,45.33,5
Afonso Moreira + Dominik Greif + Ruben Kluivert + Tanner Tessmann + Tyler Morton,5,3,1.0,45.33,5
Ainsley Maitland-Niles + Clinton Mata + Corentin Tolisso + Dominik Greif + Ruben Kluivert,5,3,1.0,45.33,5
Ainsley Maitland-Niles + Clinton Mata + Dominik Greif + Nicolás Tagliafico + Ruben Kluivert,5,3,1.0,45.33,5
Ainsley Maitland-Niles + Clinton Mata + Dominik Greif + Ruben Kluivert + Tanner Tessmann,5,3,1.0,45.33,5
Ainsley Maitland-Niles + Clinton Mata + Dominik Greif + Ruben Kluivert + Tyler Morton,5,3,1.0,45.33,5
Ainsley Maitland-Niles + Corentin Tolisso + Dominik Greif + Nicolás Tagliafico + Ruben Kluivert,5,3,1.0,45.33,5
Ainsley Maitland-Niles + Corentin Tolisso + Dominik Greif + Ruben Kluivert + Tanner Tessmann,5,3,1.0,45.33,5
Ainsley Maitland-Niles + Corentin Tolisso + Dominik Greif + Ruben Kluivert + Tyler Morton,5,3,1.0,45.33,5
Ainsley Maitland-Niles + Dominik Greif + Nicolás Tagliafico + Ruben Kluivert + Tanner Tessmann,5,3,1.0,45.33,5
Ainsley Maitland-Niles + Dominik Greif + Nicolás Tagliafico + Ruben Kluivert + Tyler Morton,5,3,1.0,45.33,5
Ainsley Maitland-Niles + Dominik Greif + Ruben Kluivert + Tanner Tessmann + Tyler Morton,5,3,1.0,45.33,5
Clinton Mata + Corentin Tolisso + Dominik Greif + Nicolás Tagliafico + Ruben Kluivert,5,3,1.0,45.33,5
Clinton Mata + Corentin Tolisso + Dominik Greif + Ruben Kluivert + Tanner Tessmann,5,3,1.0,45.33,5
Clinton Mata + Dominik Greif + Nicolás Tagliafico + Ruben Kluivert + Tanner Tessmann,5,3,1.0,45.33,5
Clinton Mata + Dominik Greif + Nicolás Tagliafico + Ruben Kluivert + Tyler Morton,5,3,1.0,45.33,5
Clinton Mata + Dominik Greif + Ruben Kluivert + Tanner Tessmann + Tyler Morton,5,3,1.0,45.33,5
Corentin Tolisso + Dominik Greif + Nicolás Tagliafico + Ruben Kluivert + Tanner Tessmann,5,3,1.0,45.33,5
Corentin Tolisso + Dominik Greif + Nicolás Tagliafico + Ruben Kluivert + Tyler Morton,5,3,1.0,45.33,5
Corentin Tolisso + Dominik Greif + Ruben Kluivert + Tanner Tessmann + Tyler Morton,5,3,1.0,45.33,5
Dominik Greif + Nicolás Tagliafico + Ruben Kluivert + Tanner Tessmann + Tyler Morton,5,3,1.0,45.33,5
Abner + Adam Karabec + Clinton Mata + Corentin Tolisso + Moussa Niakhate,5,8,1.0,45.32,5
Abner + Adam Karabec + Clinton Mata + Moussa Niakhate + Pavel Šulc,5,8,1.0,45.32,5
Afonso Moreira + Clinton Mata + Corentin Tolisso + Martin Satriano + Moussa Niakhate,5,9,1.0,45.27,5
Afonso Moreira + Clinton Mata + Dominik Greif + Martin Satriano + Moussa Niakhate,5,9,1.0,45.27,5
Afonso Moreira + Clinton Mata + Martin Satriano + Moussa Niakhate + Pavel Šulc,5,9,1.0,45.27,5
Clinton Mata + Corentin Tolisso + Dominik Greif + Martin Satriano + Moussa Niakhate,5,9,1.0,45.27,5
Clinton Mata + Corentin Tolisso + Martin Satriano + Moussa Niakhate + Pavel Šulc,5,9,1.0,45.27,5
Clinton Mata + Dominik Greif + Martin Satriano + Moussa Niakhate + Pavel Šulc,5,9,1.0,45.27,5
Adam Karabec + Dominik Greif + Moussa Niakhate + Pavel Šulc + Tyler Morton,5,7,1.0,45.26,5
Adam Karabec + Afonso Moreira + Ainsley Maitland-Niles + Khalis Merah + Mathys De Carvalho,5,4,1.0,45.21,5
Adam Karabec + Afonso Moreira + Khalis Merah + Mathys De Carvalho + Tanner Tessmann,5,4,1.0,45.21,5
Adam Karabec + Ainsley Maitland-Niles + Corentin Tolisso + Khalis Merah + Mathys De Carvalho,5,4,1.0,45.21,5
Adam Karabec + Ainsley Maitland-Niles + Dominik Greif + Khalis Merah + Mathys De Carvalho,5,4,1.0,45.21,5
Adam Karabec + Ainsley Maitland-Niles + Khalis Merah + Mathys De Carvalho + Moussa Niakhate,5,4,1.0,45.21,5
Adam Karabec + Ainsley Maitland-Niles + Khalis Merah + Mathys De Carvalho + Pavel Šulc,5,4,1.0,45.21,5
Adam Karabec + Ainsley Maitland-Niles + Khalis Merah + Mathys De Carvalho + Tanner Tessmann,5,4,1.0,45.21,5
Adam Karabec + Corentin Tolisso + Khalis Merah + Mathys De Carvalho + Tanner Tessmann,5,4,1.0,45.21,5
Adam Karabec + Dominik Greif + Khalis Merah + Mathys De Carvalho + Tanner Tessmann,5,4,1.0,45.21,5
Adam Karabec + Khalis Merah + Mathys De Carvalho + Moussa Niakhate + Tanner Tessmann,5,4,1.0,45.21,5
Adam Karabec + Khalis Merah + Mathys De Carvalho + Pavel Šulc + Tanner Tessmann,5,4,1.0,45.21,5
Afonso Moreira + Ainsley Maitland-Niles + Corentin Tolisso + Khalis Merah + Mathys De Carvalho,5,4,1.0,45.21,5
Afonso Moreira + Ainsley Maitland-Niles + Dominik Greif + Khalis Merah + Mathys De Carvalho,5,4,1.0,45.21,5
Afonso Moreira + Ainsley Maitland-Niles + Khalis Merah + Mathys De Carvalho + Moussa Niakhate,5,4,1.0,45.21,5
Afonso Moreira + Ainsley Maitland-Niles + Khalis Merah + Mathys De Carvalho + Pavel Šulc,5,4,1.0,45.21,5
Afonso Moreira + Ainsley Maitland-Niles + Khalis Merah + Mathys De Carvalho + Tanner Tessmann,5,4,1.0,45.21,5
Afonso Moreira + Corentin Tolisso + Khalis Merah + Mathys De Carvalho + Tanner Tessmann,5,4,1.0,45.21,5
Afonso Moreira + Dominik Greif + Khalis Merah + Mathys De Carvalho + Tanner Tessmann,5,4,1.0,45.21,5
Afonso Moreira + Khalis Merah + Mathys De Carvalho + Moussa Niakhate + Tanner Tessmann,5,4,1.0,45.21,5
Afonso Moreira + Khalis Merah + Mathys De Carvalho + Pavel Šulc + Tanner Tessmann,5,4,1.0,45.21,5
Ainsley Maitland-Niles + Corentin Tolisso + Dominik Greif + Khalis Merah + Mathys De Carvalho,5,4,1.0,45.21,5
Ainsley Maitland-Niles + Corentin Tolisso + Khalis Merah + Mathys De Carvalho + Moussa Niakhate,5,4,1.0,45.21,5
Ainsley Maitland-Niles + Corentin Tolisso + Khalis Merah + Mathys De Carvalho + Pavel Šulc,5,4,1.0,45.21,5
Ainsley Maitland-Niles + Corentin Tolisso + Khalis Merah + Mathys De Carvalho + Tanner Tessmann,5,4,1.0,45.21,5
Ainsley Maitland-Niles + Dominik Greif + Khalis Merah + Mathys De Carvalho + Moussa Niakhate,5,4,1.0,45.21,5
Ainsley Maitland-Niles + Dominik Greif + Khalis Merah + Mathys De Carvalho + Pavel Šulc,5,4,1.0,45.21,5
Ainsley Maitland-Niles + Dominik Greif + Khalis Merah + Mathys De Carvalho + Tanner Tessmann,5,4,1.0,45.21,5
Ainsley Maitland-Niles + Dominik Greif + Khalis Merah + Moussa Niakhate + Pavel Šulc,5,4,1.0,45.21,5
Ainsley Maitland-Niles + Khalis Merah + Mathys De Carvalho + Moussa Niakhate + Pavel Šulc,5,4,1.0,45.21,5
Ainsley Maitland-Niles + Khalis Merah + Mathys De Carvalho + Moussa Niakhate + Tanner Tessmann,5,4,1.0,45.21,5
Ainsley Maitland-Niles + Khalis Merah + Mathys De Carvalho + Pavel Šulc + Tanner Tessmann,5,4,1.0,45.21,5
Corentin Tolisso + Dominik Greif + Khalis Merah + Mathys De Carvalho + Tanner Tessmann,5,4,1.0,45.21,5
Corentin Tolisso + Khalis Merah + Mathys De Carvalho + Moussa Niakhate + Tanner Tessmann,5,4,1.0,45.21,5
Corentin Tolisso + Khalis Merah + Mathys De Carvalho + Pavel Šulc + Tanner Tessmann,5,4,1.0,45.21,5
Dominik Greif + Khalis Merah + Mathys De Carvalho + Moussa Niakhate + Tanner Tessmann,5,4,1.0,45.21,5
Dominik Greif + Khalis Merah + Mathys De Carvalho + Pavel Šulc + Tanner Tessmann,5,4,1.0,45.21,5
Dominik Greif + Khalis Merah + Moussa Niakhate + Pavel Šulc + Tanner Tessmann,5,4,1.0,45.21,5
Khalis Merah + Mathys De Carvalho + Moussa Niakhate + Pavel Šulc + Tanner Tessmann,5,4,1.0,45.21,5
Adam Karabec + Ainsley Maitland-Niles + Dominik Greif + Moussa Niakhate + Tyler Morton,5,7,1.0,45.18,5
Adam Karabec + Dominik Greif + Moussa Niakhate + Nicolás Tagliafico + Tyler Morton,5,7,1.0,45.18,5
Adam Karabec + Dominik Greif + Moussa Niakhate + Tanner Tessmann + Tyler Morton,5,7,1.0,45.18,5
Ainsley Maitland-Niles + Clinton Mata + Moussa Niakhate + Pavel Šulc + Tanner Tessmann,5,12,1.0,45.11,5
Clinton Mata + Corentin Tolisso + Moussa Niakhate + Pavel Šulc + Tanner Tessmann,5,12,1.0,45.11,5
Adam Karabec + Afonso Moreira + Corentin Tolisso + Martin Satriano + Moussa Niakhate,5,8,1.0,45.1,5
Adam Karabec + Afonso Moreira + Dominik Greif + Martin Satriano + Moussa Niakhate,5,8,1.0,45.1,5
Adam Karabec + Afonso Moreira + Martin Satriano + Moussa Niakhate + Pavel Šulc,5,8,1.0,45.1,5
Adam Karabec + Corentin Tolisso + Dominik Greif + Martin Satriano + Moussa Niakhate,5,8,1.0,45.1,5
Adam Karabec + Corentin Tolisso + Martin Satriano + Moussa Niakhate + Pavel Šulc,5,8,1.0,45.1,5
Adam Karabec + Dominik Greif + Martin Satriano + Moussa Niakhate + Pavel Šulc,5,8,1.0,45.1,5
Adam Karabec + Clinton Mata + Dominik Greif + Nicolás Tagliafico + Pavel Šulc,5,7,1.0,45.05,5
Abner + Adam Karabec + Clinton Mata + Moussa Niakhate + Tyler Morton,5,7,1.0,45.0,5
Adam Karabec + Afonso Moreira + Ainsley Maitland-Niles + Clinton Mata + Mathys De Carvalho,5,5,1.0,44.95,5
Adam Karabec + Afonso Moreira + Clinton Mata + Mathys De Carvalho + Tanner Tessmann,5,5,1.0,44.95,5
Adam Karabec + Ainsley Maitland-Niles + Clinton Mata + Corentin Tolisso + Mathys De Carvalho,5,5,1.0,44.95,5
Adam Karabec + Ainsley Maitland-Niles + Clinton Mata + Dominik Greif + Mathys De Carvalho,5,5,1.0,44.95,5
Adam Karabec + Ainsley Maitland-Niles + Clinton Mata + Mathys De Carvalho + Moussa Niakhate,5,5,1.0,44.95,5
Adam Karabec + Ainsley Maitland-Niles + Clinton Mata + Mathys De Carvalho + Pavel Šulc,5,5,1.0,44.95,5
Adam Karabec + Ainsley Maitland-Niles + Clinton Mata + Mathys De Carvalho + Tanner Tessmann,5,5,1.0,44.95,5
Adam Karabec + Clinton Mata + Corentin Tolisso + Mathys De Carvalho + Tanner Tessmann,5,5,1.0,44.95,5
Adam Karabec + Clinton Mata + Dominik Greif + Mathys De Carvalho + Tanner Tessmann,5,5,1.0,44.95,5
Adam Karabec + Clinton Mata + Mathys De Carvalho + Moussa Niakhate + Tanner Tessmann,5,5,1.0,44.95,5
Adam Karabec + Clinton Mata + Mathys De Carvalho + Pavel Šulc + Tanner Tessmann,5,5,1.0,44.95,5
Adam Karabec + Clinton Mata + Dominik Greif + Pavel Šulc + Tyler Morton,5,7,1.0,44.92,5
Adam Karabec + Ainsley Maitland-Niles + Clinton Mata + Dominik Greif + Tyler Morton,5,7,1.0,44.83,5
Adam Karabec + Clinton Mata + Dominik Greif + Nicolás Tagliafico + Tyler Morton,5,7,1.0,44.83,5
Adam Karabec + Clinton Mata + Dominik Greif + Tanner Tessmann + Tyler Morton,5,7,1.0,44.83,5
Adam Karabec + Afonso Moreira + Clinton Mata + Corentin Tolisso + Martin Satriano,5,8,1.0,44.8,5
Adam Karabec + Afonso Moreira + Clinton Mata + Dominik Greif + Martin Satriano,5,8,1.0,44.8,5
Adam Karabec + Afonso Moreira + Clinton Mata + Martin Satriano + Pavel Šulc,5,8,1.0,44.8,5
Adam Karabec + Clinton Mata + Corentin Tolisso + Dominik Greif + Martin Satriano,5,8,1.0,44.8,5
Adam Karabec + Clinton Mata + Corentin Tolisso + Martin Satriano + Pavel Šulc,5,8,1.0,44.8,5
Adam Karabec + Clinton Mata + Dominik Greif + Martin Satriano + Pavel Šulc,5,8,1.0,44.8,5
Ainsley Maitland-Niles + Clinton Mata + Moussa Niakhate + Tanner Tessmann + Tyler Morton,5,11,1.0,44.75,5
Clinton Mata + Corentin Tolisso + Moussa Niakhate + Tanner Tessmann + Tyler Morton,5,11,1.0,44.75,5
Adam Karabec + Afonso Moreira + Malick Fofana + Martin Satriano + Tyler Morton,5,3,1.0,44.73,5
Adam Karabec + Ainsley Maitland-Niles + Malick Fofana + Martin Satriano + Tyler Morton,5,3,1.0,44.73,5
Adam Karabec + Clinton Mata + Malick Fofana + Martin Satriano + Tyler Morton,5,3,1.0,44.73,5
Adam Karabec + Corentin Tolisso + Malick Fofana + Martin Satriano + Tyler Morton,5,3,1.0,44.73,5
Adam Karabec + Dominik Greif + Malick Fofana + Martin Satriano + Tyler Morton,5,3,1.0,44.73,5
Adam Karabec + Malick Fofana + Martin Satriano + Moussa Niakhate + Tyler Morton,5,3,1.0,44.73,5
Adam Karabec + Malick Fofana + Martin Satriano + Nicolás Tagliafico + Tyler Morton,5,3,1.0,44.73,5
Adam Karabec + Malick Fofana + Martin Satriano + Pavel Šulc + Tyler Morton,5,3,1.0,44.73,5
Adam Karabec + Malick Fofana + Martin Satriano + Tanner Tessmann + Tyler Morton,5,3,1.0,44.73,5
Afonso Moreira + Ainsley Maitland-Niles + Malick Fofana + Martin Satriano + Tyler Morton,5,3,1.0,44.73,5
Afonso Moreira + Clinton Mata + Malick Fofana + Martin Satriano + Tyler Morton,5,3,1.0,44.73,5
Afonso Moreira + Corentin Tolisso + Malick Fofana + Martin Satriano + Tyler Morton,5,3,1.0,44.73,5
Afonso Moreira + Dominik Greif + Malick Fofana + Martin Satriano + Tyler Morton,5,3,1.0,44.73,5
Afonso Moreira + Malick Fofana + Martin Satriano + Moussa Niakhate + Tyler Morton,5,3,1.0,44.73,5
Afonso Moreira + Malick Fofana + Martin Satriano + Nicolás Tagliafico + Tyler Morton,5,3,1.0,44.73,5
Afonso Moreira + Malick Fofana + Martin Satriano + Pavel Šulc + Tyler Morton,5,3,1.0,44.73,5
Afonso Moreira + Malick Fofana + Martin Satriano + Tanner Tessmann + Tyler Morton,5,3,1.0,44.73,5
Ainsley Maitland-Niles + Clinton Mata + Malick Fofana + Martin Satriano + Tyler Morton,5,3,1.0,44.73,5
Ainsley Maitland-Niles + Corentin Tolisso + Malick Fofana + Martin Satriano + Tyler Morton,5,3,1.0,44.73,5
Ainsley Maitland-Niles + Dominik Greif + Malick Fofana + Martin Satriano + Tyler Morton,5,3,1.0,44.73,5
Ainsley Maitland-Niles + Malick Fofana + Martin Satriano + Moussa Niakhate + Tyler Morton,5,3,1.0,44.73,5
Ainsley Maitland-Niles + Malick Fofana + Martin Satriano + Nicolás Tagliafico + Tyler Morton,5,3,1.0,44.73,5
Ainsley Maitland-Niles + Malick Fofana + Martin Satriano + Pavel Šulc + Tyler Morton,5,3,1.0,44.73,5
Ainsley Maitland-Niles + Malick Fofana + Martin Satriano + Tanner Tessmann + Tyler Morton,5,3,1.0,44.73,5
Clinton Mata + Corentin Tolisso + Malick Fofana + Martin Satriano + Tyler Morton,5,3,1.0,44.73,5
Clinton Mata + Dominik Greif + Malick Fofana + Martin Satriano + Tyler Morton,5,3,1.0,44.73,5
Clinton Mata + Malick Fofana + Martin Satriano + Moussa Niakhate + Tyler Morton,5,3,1.0,44.73,5
Clinton Mata + Malick Fofana + Martin Satriano + Nicolás Tagliafico + Tyler Morton,5,3,1.0,44.73,5
Clinton Mata + Malick Fofana + Martin Satriano + Pavel Šulc + Tyler Morton,5,3,1.0,44.73,5
Clinton Mata + Malick Fofana + Martin Satriano + Tanner Tessmann + Tyler Morton,5,3,1.0,44.73,5
Corentin Tolisso + Dominik Greif + Malick Fofana + Martin Satriano + Tyler Morton,5,3,1.0,44.73,5
Corentin Tolisso + Malick Fofana + Martin Satriano + Moussa Niakhate + Tyler Morton,5,3,1.0,44.73,5
Corentin Tolisso + Malick Fofana + Martin Satriano + Nicolás Tagliafico + Tyler Morton,5,3,1.0,44.73,5
Corentin Tolisso + Malick Fofana + Martin Satriano + Pavel Šulc + Tyler Morton,5,3,1.0,44.73,5
Corentin Tolisso + Malick Fofana + Martin Satriano + Tanner Tessmann + Tyler Morton,5,3,1.0,44.73,5
Dominik Greif + Malick Fofana + Martin Satriano + Moussa Niakhate + Tyler Morton,5,3,1.0,44.73,5
Dominik Greif + Malick Fofana + Martin Satriano + Nicolás Tagliafico + Tyler Morton,5,3,1.0,44.73,5
Dominik Greif + Malick Fofana + Martin Satriano + Pavel Šulc + Tyler Morton,5,3,1.0,44.73,5
Dominik Greif + Malick Fofana + Martin Satriano + Tanner Tessmann + Tyler Morton,5,3,1.0,44.73,5
Malick Fofana + Martin Satriano + Moussa Niakhate + Nicolás Tagliafico + Tyler Morton,5,3,1.0,44.73,5
Malick Fofana + Martin Satriano + Moussa Niakhate + Pavel Šulc + Tyler Morton,5,3,1.0,44.73,5
Malick Fofana + Martin Satriano + Moussa Niakhate + Tanner Tessmann + Tyler Morton,5,3,1.0,44.73,5
Malick Fofana + Martin Satriano + Nicolás Tagliafico + Pavel Šulc + Tyler Morton,5,3,1.0,44.73,5
Malick Fofana + Martin Satriano + Nicolás Tagliafico + Tanner Tessmann + Tyler Morton,5,3,1.0,44.73,5
Malick Fofana + Martin Satriano + Pavel Šulc + Tanner Tessmann + Tyler Morton,5,3,1.0,44.73,5
Adam Karabec + Ainsley Maitland-Niles + Clinton Mata + Moussa Niakhate + Pavel Šulc,5,11,1.0,44.64,5
Adam Karabec + Clinton Mata + Moussa Niakhate + Pavel Šulc + Tanner Tessmann,5,11,1.0,44.64,5
Ainsley Maitland-Niles + Clinton Mata + Dominik Greif + Khalis Merah + Pavel Šulc,5,4,1.0,44.61,5
Clinton Mata + Dominik Greif + Khalis Merah + Pavel Šulc + Tanner Tessmann,5,4,1.0,44.61,5
Adam Karabec + Afonso Moreira + Ainsley Maitland-Niles + Malick Fofana + Rachid Ghezzal,5,3,1.0,44.53,5
Adam Karabec + Afonso Moreira + Ainsley Maitland-Niles + Martin Satriano + Rachid Ghezzal,5,3,1.0,44.53,5
Adam Karabec + Afonso Moreira + Ainsley Maitland-Niles + Pavel Šulc + Rachid Ghezzal,5,3,1.0,44.53,5
Adam Karabec + Afonso Moreira + Clinton Mata + Corentin Tolisso + Moussa Niakhate,5,11,1.0,44.53,5
Adam Karabec + Afonso Moreira + Clinton Mata + Malick Fofana + Rachid Ghezzal,5,3,1.0,44.53,5
Adam Karabec + Afonso Moreira + Corentin Tolisso + Malick Fofana + Rachid Ghezzal,5,3,1.0,44.53,5
Adam Karabec + Afonso Moreira + Dominik Greif + Malick Fofana + Rachid Ghezzal,5,3,1.0,44.53,5
Adam Karabec + Afonso Moreira + Malick Fofana + Martin Satriano + Rachid Ghezzal,5,3,1.0,44.53,5
Adam Karabec + Afonso Moreira + Malick Fofana + Moussa Niakhate + Rachid Ghezzal,5,3,1.0,44.53,5
Adam Karabec + Afonso Moreira + Malick Fofana + Nicolás Tagliafico + Rachid Ghezzal,5,3,1.0,44.53,5
Adam Karabec + Afonso Moreira + Malick Fofana + Pavel Šulc + Rachid Ghezzal,5,3,1.0,44.53,5
Adam Karabec + Afonso Moreira + Malick Fofana + Rachid Ghezzal + Tanner Tessmann,5,3,1.0,44.53,5
Adam Karabec + Afonso Moreira + Martin Satriano + Nicolás Tagliafico + Rachid Ghezzal,5,3,1.0,44.53,5
Adam Karabec + Afonso Moreira + Martin Satriano + Rachid Ghezzal + Tanner Tessmann,5,3,1.0,44.53,5
Adam Karabec + Afonso Moreira + Nicolás Tagliafico + Pavel Šulc + Rachid Ghezzal,5,3,1.0,44.53,5
Adam Karabec + Afonso Moreira + Pavel Šulc + Rachid Ghezzal + Tanner Tessmann,5,3,1.0,44.53,5
Adam Karabec + Ainsley Maitland-Niles + Clinton Mata + Martin Satriano + Rachid Ghezzal,5,3,1.0,44.53,5
Adam Karabec + Ainsley Maitland-Niles + Corentin Tolisso + Martin Satriano + Rachid Ghezzal,5,3,1.0,44.53,5
Adam Karabec + Ainsley Maitland-Niles + Dominik Greif + Malick Fofana + Rachid Ghezzal,5,3,1.0,44.53,5
Adam Karabec + Ainsley Maitland-Niles + Dominik Greif + Martin Satriano + Rachid Ghezzal,5,3,1.0,44.53,5
Adam Karabec + Ainsley Maitland-Niles + Dominik Greif + Pavel Šulc + Rachid Ghezzal,5,3,1.0,44.53,5
Adam Karabec + Ainsley Maitland-Niles + Malick Fofana + Martin Satriano + Rachid Ghezzal,5,3,1.0,44.53,5
